lemma_de,article,part_of_speech,current_meaning_ja,candidate_meaning_ja,query,review_status,notes
Vorteil,der,noun,アドバンテージ,アドバンテージ,Vorteil,machine_candidate,Review before applying to seed
wach,,unknown,起きている,起きている,wach,machine_candidate,Review before applying to seed
wachsen,,verb,育つ,育つ,wachsen,machine_candidate,Review before applying to seed
Waffe,die,noun,武器,武器,Waffe,machine_candidate,Review before applying to seed
Wagen,,verb,思い切ってする、あえてする,思い切ってする、あえてする,Wagen,machine_candidate,Review before applying to seed
Wahl,die,noun,選択,選択,Wahl,machine_candidate,Review before applying to seed
wählen,,verb,選ぶ,選ぶ,wählen,machine_candidate,Review before applying to seed
wahr,,unknown,真実,真実,wahr,machine_candidate,Review before applying to seed
während,,unknown,間,間,während,machine_candidate,Review before applying to seed
Wahrheit,die,noun,真実,真実,Wahrheit,machine_candidate,Review before applying to seed
wahrscheinlich,,adjective,おそらく,おそらく,wahrscheinlich,machine_candidate,Review before applying to seed
Währung,die,noun,通貨,通貨,Währung,machine_candidate,Review before applying to seed
Wald,der,noun,森,森,Wald,machine_candidate,Review before applying to seed
Wand,die,noun,壁,壁,Wand,machine_candidate,Review before applying to seed
wandern,,verb,ハイキング,ハイキング,wandern,machine_candidate,Review before applying to seed
wann,,unknown,いつ,いつ,wann,machine_candidate,Review before applying to seed
Ware,die,noun,品,品,Ware,machine_candidate,Review before applying to seed
warm,,unknown,暖かい,暖かい,warm,machine_candidate,Review before applying to seed
warten,,verb,待って,待って,warten,machine_candidate,Review before applying to seed
warum,,unknown,なぜ,なぜ,warum,machine_candidate,Review before applying to seed
was,,unknown,何,何,was,machine_candidate,Review before applying to seed
Wäsche,die,noun,洗う,洗う,Wäsche,machine_candidate,Review before applying to seed
waschen,,verb,洗う,洗う,waschen,machine_candidate,Review before applying to seed
Waschmaschine,die,noun,洗濯機,洗濯機,Waschmaschine,machine_candidate,Review before applying to seed
Wasser,das,noun,水,水,Wasser,machine_candidate,Review before applying to seed
wechseln,,verb,変化,変化,wechseln,machine_candidate,Review before applying to seed
wecken,,verb,起きろ,起きろ,wecken,machine_candidate,Review before applying to seed
Wecker,der,noun,目覚まし時計,目覚まし時計,Wecker,machine_candidate,Review before applying to seed
weder,,unknown,どちらでもない,どちらでもない,weder,machine_candidate,Review before applying to seed
Weg,der,noun,離れて,離れて,Weg,machine_candidate,Review before applying to seed
wegen,,verb,のため,のため,wegen,machine_candidate,Review before applying to seed
wehtun,,unknown,傷つく,傷つく,wehtun,machine_candidate,Review before applying to seed
weich,,unknown,柔らかい,柔らかい,weich,machine_candidate,Review before applying to seed
Weihnachten,das,noun,クリスマス,クリスマス,Weihnachten,machine_candidate,Review before applying to seed
weil,,unknown,なぜなら,なぜなら,weil,machine_candidate,Review before applying to seed
Wein,der,noun,ワイン,ワイン,Wein,machine_candidate,Review before applying to seed
weinen,,verb,泣く,泣く,weinen,machine_candidate,Review before applying to seed
Weise,die,noun,方法,方法,Weise,machine_candidate,Review before applying to seed
weiß,,unknown,白,白,weiß,machine_candidate,Review before applying to seed
weit,,unknown,遠い,遠い,weit,machine_candidate,Review before applying to seed
weiter,,unknown,さらに遠く,さらに遠く,weiter,machine_candidate,Review before applying to seed
Welt,die,noun,世界,世界,Welt,machine_candidate,Review before applying to seed
Weltraum,der,noun,空間,空間,Weltraum,machine_candidate,Review before applying to seed
wenig,,adjective,少し,少し,wenig,machine_candidate,Review before applying to seed
wenigstens,,unknown,少なくとも,少なくとも,wenigstens,machine_candidate,Review before applying to seed
wenn,,unknown,もし,もし,wenn,machine_candidate,Review before applying to seed
wer,,unknown,誰が,誰が,wer,machine_candidate,Review before applying to seed
werden,,verb,なる,なる,werden,machine_candidate,Review before applying to seed
werfen,,verb,投げる,投げる,werfen,machine_candidate,Review before applying to seed
Werk,das,noun,工場,工場,Werk,machine_candidate,Review before applying to seed
Wesen,das,noun,存在,存在,Wesen,machine_candidate,Review before applying to seed
Westen,der,noun,西,西,Westen,machine_candidate,Review before applying to seed
Wetter,das,noun,天気,天気,Wetter,machine_candidate,Review before applying to seed
wichtig,,adjective,重要,重要,wichtig,machine_candidate,Review before applying to seed
wie,,unknown,どうやって,どうやって,wie,machine_candidate,Review before applying to seed
wie viel,,unknown,いくら,いくら,wie viel,machine_candidate,Review before applying to seed
wieder,,unknown,また,また,wieder,machine_candidate,Review before applying to seed
wiederholen,,verb,繰り返す,繰り返す,wiederholen,machine_candidate,Review before applying to seed
Wiedersehen,das,noun,さようなら,さようなら,Wiedersehen,machine_candidate,Review before applying to seed
wiegen,,verb,重さを量る,重さを量る,wiegen,machine_candidate,Review before applying to seed
Wiese,die,noun,草原,草原,Wiese,machine_candidate,Review before applying to seed
wieso,,unknown,どうして,どうして,wieso,machine_candidate,Review before applying to seed
wild,,unknown,野生,野生,wild,machine_candidate,Review before applying to seed
Wille,der,noun,意思,意思,Wille,machine_candidate,Review before applying to seed
willkommen,,verb,いらっしゃいませ,いらっしゃいませ,willkommen,machine_candidate,Review before applying to seed
Wind,der,noun,風,風,Wind,machine_candidate,Review before applying to seed
winken,,verb,波,波,winken,machine_candidate,Review before applying to seed
Winter,der,noun,冬,冬,Winter,machine_candidate,Review before applying to seed
wirklich,,adjective,本当に,本当に,wirklich,machine_candidate,Review before applying to seed
Wirklichkeit,die,noun,現実,現実,Wirklichkeit,machine_candidate,Review before applying to seed
Wirtschaft,die,noun,仕事,仕事,Wirtschaft,machine_candidate,Review before applying to seed
wirtschaftlich,,adjective,経済的に,経済的に,wirtschaftlich,machine_candidate,Review before applying to seed
wissen,,verb,知っている,知っている,wissen,machine_candidate,Review before applying to seed
Wissenschaft,die,noun,科学,科学,Wissenschaft,machine_candidate,Review before applying to seed
Witz,der,noun,ジョーク,ジョーク,Witz,machine_candidate,Review before applying to seed
wo,,unknown,どこ,どこ,wo,machine_candidate,Review before applying to seed
Woche,die,noun,週,週,Woche,machine_candidate,Review before applying to seed
Wochenende,das,noun,週末,週末,Wochenende,machine_candidate,Review before applying to seed
woher,,unknown,どこから,どこから,woher,machine_candidate,Review before applying to seed
wohin,,unknown,どこ,どこ,wohin,machine_candidate,Review before applying to seed
Wohl,das,noun,おそらく,おそらく,Wohl,machine_candidate,Review before applying to seed
wohnen,,verb,住んでいる,住んでいる,wohnen,machine_candidate,Review before applying to seed
Wohnung,die,noun,アパート,アパート,Wohnung,machine_candidate,Review before applying to seed
Wohnzimmer,das,noun,リビングルーム,リビングルーム,Wohnzimmer,machine_candidate,Review before applying to seed
Wolke,die,noun,雲,雲,Wolke,machine_candidate,Review before applying to seed
wollen,,verb,したい,したい,wollen,machine_candidate,Review before applying to seed
Wort,das,noun,言葉,言葉,Wort,machine_candidate,Review before applying to seed
Wörterbuch,das,noun,辞書,辞書,Wörterbuch,machine_candidate,Review before applying to seed
Wunder,das,noun,不思議,不思議,Wunder,machine_candidate,Review before applying to seed
wunderbar,,adjective,素晴らしい,素晴らしい,wunderbar,machine_candidate,Review before applying to seed
wundern,,verb,不思議,不思議,wundern,machine_candidate,Review before applying to seed
Wunsch,der,noun,願い,願い,Wunsch,machine_candidate,Review before applying to seed
wünschen,,verb,願い,願い,wünschen,machine_candidate,Review before applying to seed
Wurst,die,noun,ソーセージ,ソーセージ,Wurst,machine_candidate,Review before applying to seed
Zahl,die,noun,番号,番号,Zahl,machine_candidate,Review before applying to seed
zählen,,verb,数える,数える,zählen,machine_candidate,Review before applying to seed
Zahn,der,noun,歯,歯,Zahn,machine_candidate,Review before applying to seed
Zahnarzt,der,noun,歯医者,歯医者,Zahnarzt,machine_candidate,Review before applying to seed
zart,,unknown,入札,入札,zart,machine_candidate,Review before applying to seed
Zeichen,das,noun,サイン,サイン,Zeichen,machine_candidate,Review before applying to seed
zeigen,,verb,見せる,見せる,zeigen,machine_candidate,Review before applying to seed
Zeile,die,noun,ライン,ライン,Zeile,machine_candidate,Review before applying to seed
Zeit,die,noun,時間,時間,Zeit,machine_candidate,Review before applying to seed
Zeitschrift,die,noun,雑誌,雑誌,Zeitschrift,machine_candidate,Review before applying to seed
Zeitung,die,noun,新聞,新聞,Zeitung,machine_candidate,Review before applying to seed
Zentimeter,der,noun,センチメートル,センチメートル,Zentimeter,machine_candidate,Review before applying to seed
zentral,,unknown,中央,中央,zentral,machine_candidate,Review before applying to seed
Zentrum,das,noun,中心,中心,Zentrum,machine_candidate,Review before applying to seed
zerstören,,verb,破壊する,破壊する,zerstören,machine_candidate,Review before applying to seed
Zeugnis,das,noun,成績証明書,成績証明書,Zeugnis,machine_candidate,Review before applying to seed
ziehen,,verb,引く,引く,ziehen,machine_candidate,Review before applying to seed
Ziel,das,noun,ゴール,ゴール,Ziel,machine_candidate,Review before applying to seed
ziemlich,,adjective,とても,とても,ziemlich,machine_candidate,Review before applying to seed
Zigarette,die,noun,シガレット,シガレット,Zigarette,machine_candidate,Review before applying to seed
Zimmer,das,noun,部屋,部屋,Zimmer,machine_candidate,Review before applying to seed
Zivilisation,die,noun,文明,文明,Zivilisation,machine_candidate,Review before applying to seed
zögern,,verb,ためらう,ためらう,zögern,machine_candidate,Review before applying to seed
Zoll,der,noun,税関,税関,Zoll,machine_candidate,Review before applying to seed
Zone,die,noun,ゾーン,ゾーン,Zone,machine_candidate,Review before applying to seed
zu,,unknown,に,に,zu,machine_candidate,Review before applying to seed
Zucker,der,noun,砂糖,砂糖,Zucker,machine_candidate,Review before applying to seed
zuerst,,unknown,初め,初め,zuerst,machine_candidate,Review before applying to seed
zufällig,,adjective,ランダムに,ランダムに,zufällig,machine_candidate,Review before applying to seed
zufrieden,,verb,満足,満足,zufrieden,machine_candidate,Review before applying to seed
Zug,der,noun,電車,電車,Zug,machine_candidate,Review before applying to seed
zugleich,,unknown,同時に,同時に,zugleich,machine_candidate,Review before applying to seed
zuhören,,verb,聞く,聞く,zuhören,machine_candidate,Review before applying to seed
Zukunft,die,noun,未来,未来,Zukunft,machine_candidate,Review before applying to seed
zuletzt,,unknown,最後,最後,zuletzt,machine_candidate,Review before applying to seed
zumachen,,verb,近い,近い,zumachen,machine_candidate,Review before applying to seed
zunehmen,,verb,体重が増える,体重が増える,zunehmen,machine_candidate,Review before applying to seed
Zunge,die,noun,舌,舌,Zunge,machine_candidate,Review before applying to seed
zurück,,unknown,戻る,戻る,zurück,machine_candidate,Review before applying to seed
zurückkommen,,verb,戻ってくる,戻ってくる,zurückkommen,machine_candidate,Review before applying to seed
zusammen,,verb,一緒に,一緒に,zusammen,machine_candidate,Review before applying to seed
Zustand,der,noun,状態,状態,Zustand,machine_candidate,Review before applying to seed
zwar,,unknown,つまり,つまり,zwar,machine_candidate,Review before applying to seed
Zweck,der,noun,目的,目的,Zweck,machine_candidate,Review before applying to seed
Zweifel,der,noun,疑い,疑い,Zweifel,machine_candidate,Review before applying to seed
zweifeln,,verb,疑い,疑い,zweifeln,machine_candidate,Review before applying to seed
zweit,,unknown,2番,2番,zweit,machine_candidate,Review before applying to seed
Zwiebel,die,noun,タマネギ,タマネギ,Zwiebel,machine_candidate,Review before applying to seed
zwischen,,verb,間,間,zwischen,machine_candidate,Review before applying to seed
